Route,Vehicle,Activity,Job_µµÂøÁöÁ¡ÀÇ index,Arrive_Load,Leave_Load,Wait_Time,Arrive_Time,Leave_Time,Distance,Costs
#5,VEH_989,service,D_108,25.42289869583989,0.0,0,2023-05-01 14:00,2023-05-01 15:00,28.91,184.69
#5,VEH_989,finish,O_673,0.0,0.0,0,2023-05-01 16:30,2023-05-01 17:30,56.97,218.36
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#6,VEH_953,start,O_673,25.56635269662833,25.56635269662833,0,2023-05-01 08:00,2023-05-01 08:00,0.0,80
#6,VEH_953,service,D_108,25.56635269662833,0.0,214.33,2023-05-01 09:26,2023-05-01 14:00,28.91,103.13
#6,VEH_953,finish,O_673,0.0,0.0,0,2023-05-01 15:30,2023-05-01 16:30,56.97,125.58
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#7,VEH_1005,start,O_673,42.24134057468697,42.24134057468697,0,2023-05-01 08:00,2023-05-01 08:00,0.0,200
#7,VEH_1005,service,D_108,42.24134057468697,21.24461310065148,214.33,2023-05-01 09:26,2023-05-01 14:00,28.91,243.36
#7,VEH_1005,service,D_7,21.24461310065148,0.0,0,2023-05-01 15:11,2023-05-01 16:11,54.6,281.9
#7,VEH_1005,finish,O_673,0.0,0.0,0,2023-05-01 16:48,2023-05-01 17:48,60.96,291.44
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#8,VEH_1026,start,O_673,33.787869396941744,33.787869396941744,0,2023-05-01 08:00,2023-05-01 08:00,0.0,250
#8,VEH_1026,service,D_108,33.787869396941744,0.0,214.33,2023-05-01 09:26,2023-05-01 14:00,28.91,302.04
#8,VEH_1026,finish,O_673,0.0,0.0,0,2023-05-01 15:30,2023-05-01 16:30,56.97,352.54
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#9,VEH_1019,start,O_673,50.022033593633125,50.022033593633125,0,2023-05-01 08:00,2023-05-01 08:00,0.0,250
#9,VEH_1019,service,D_108,50.022033593633125,33.215491691482754,214.33,2023-05-01 09:26,2023-05-01 14:00,28.91,302.04
#9,VEH_1019,service,D_7,33.215491691482754,0.0,0,2023-05-01 15:11,2023-05-01 16:11,54.6,348.28
#9,VEH_1019,finish,O_673,0.0,0.0,0,2023-05-01 16:48,2023-05-01 17:48,60.96,359.73
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#10,VEH_954,start,O_673,21.730489353341024,21.730489353341024,0,2023-05-01 08:00,2023-05-01 08:00,0.0,80
#10,VEH_954,service,D_7,21.730489353341024,0.0,262.29,2023-05-01 08:38,2023-05-01 14:00,6.91,85.53
#10,VEH_954,finish,O_673,0.0,0.0,0,2023-05-01 14:36,2023-05-01 15:36,13.27,90.62
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#11,VEH_1017,start,O_673,36.27695826205725,36.27695826205725,0,2023-05-01 08:00,2023-05-01 08:00,0.0,250
#11,VEH_1017,service,D_273,36.27695826205725,0.0,218.52,2023-05-01 09:21,2023-05-01 14:00,20.44,286.78
#11,VEH_1017,finish,O_673,0.0,0.0,0,2023-05-01 15:29,2023-05-01 16:29,43.51,328.31
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
MAX TIME,,,,,,,,2023-05-01 10:58,,
TOTAL,,,,,,,,,525.36,2889.81
