ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
MF2305176319065,VEH_622,4,D_1593,2023-05-01 04:47,0,60,2023-05-01 05:47,Yes
,VEH_622,5,O_326,2023-05-01 05:47,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_624,1,O_326,2023-05-01 00:00,0,,,
MF2305176319073,VEH_624,2,D_1593,2023-05-01 00:00,0,60,2023-05-01 01:00,Yes
MF2305126290587,VEH_624,3,D_1597,2023-05-01 01:44,0,60,2023-05-01 02:44,Yes
,VEH_624,4,O_326,2023-05-01 03:20,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_657,1,O_352,2023-05-01 00:00,0,,,
MF2305036205380,VEH_657,2,D_1442,2023-05-01 02:29,0,60,2023-05-01 03:29,Yes
MF2305036206350,VEH_657,3,D_1472,2023-05-01 04:00,0,60,2023-05-01 05:00,Yes
,VEH_657,4,O_352,2023-05-01 07:22,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_677,1,O_376,2023-05-01 00:00,0,,,
MF2305186334071,VEH_677,2,D_2233,2023-05-01 02:26,0,60,2023-05-01 03:26,Yes
,VEH_677,3,O_376,2023-05-01 06:01,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_734,1,O_448,2023-05-01 00:00,0,,,
MF2305036201428,VEH_734,2,D_1405,2023-05-01 02:57,0,60,2023-05-01 03:57,Yes
,VEH_734,3,O_448,2023-05-01 06:38,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_733,1,O_448,2023-05-01 00:00,0,,,
MF2305266367789,VEH_733,2,D_2648,2023-05-01 02:12,0,60,2023-05-01 03:12,Yes
,VEH_733,3,O_448,2023-05-01 05:22,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_974,1,O_673,2023-05-01 00:00,0,,,
M18385639,VEH_974,2,D_364,2023-05-01 02:06,0,60,2023-05-01 03:06,Yes
,VEH_974,3,O_673,2023-05-01 05:23,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_962,1,O_673,2023-05-01 00:00,0,,,
MF2305026196238,VEH_962,2,D_1279,2023-05-01 01:03,0,60,2023-05-01 02:03,Yes
,VEH_962,3,O_673,2023-05-01 03:06,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_17,1,O_9,2023-05-01 02:00,0,,,
M18385613,VEH_17,2,D_293,2023-05-01 03:16,224.18,60,2023-05-01 08:00,Yes
M18386900,VEH_17,3,D_293,2023-05-01 08:00,0,60,2023-05-01 09:00,Yes
,VEH_17,4,O_9,2023-05-01 10:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_14,1,O_9,2023-05-01 02:00,0,,,
M18386998,VEH_14,2,D_293,2023-05-01 03:16,224.18,60,2023-05-01 08:00,Yes
,VEH_14,3,O_9,2023-05-01 09:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_60,1,O_11,2023-05-01 02:00,0,,,
M18385405,VEH_60,2,D_298,2023-05-01 03:29,211.14,60,2023-05-01 08:00,Yes
20230501B468203_001,VEH_60,3,D_37,2023-05-01 09:45,0,60,2023-05-01 10:45,Yes
,VEH_60,4,O_11,2023-05-01 10:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_127,1,O_45,2023-05-01 02:00,0,,,
MF2305306378239,VEH_127,2,D_2568,2023-05-01 04:15,164.63,60,2023-05-01 08:00,Yes
,VEH_127,3,O_45,2023-05-01 10:13,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_157,1,O_50,2023-05-01 02:00,0,,,
MF2305116280008,VEH_157,2,D_1370,2023-05-01 03:22,218.23,60,2023-05-01 08:00,Yes
,VEH_157,3,O_50,2023-05-01 09:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_298,1,O_144,2023-05-01 02:00,0,,,
M18385453,VEH_298,2,D_326,2023-05-01 03:47,193.21,60,2023-05-01 08:00,Yes
M18385481,VEH_298,3,D_340,2023-05-01 10:56,0,60,2023-05-01 11:56,Yes
,VEH_298,4,O_144,2023-05-01 14:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_376,1,O_179,2023-05-01 02:00,0,,,
MF2304286183315,VEH_376,2,D_1182,2023-05-01 02:24,275.61,60,2023-05-01 08:00,Yes
MF2305056258355,VEH_376,3,D_1595,2023-05-01 09:55,0,60,2023-05-01 10:55,Yes
,VEH_376,4,O_179,2023-05-01 12:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_527,1,O_323,2023-05-01 02:00,0,,,
MF2305026192239,VEH_527,2,D_1225,2023-05-01 02:44,255.85,60,2023-05-01 08:00,Yes
,VEH_527,3,O_323,2023-05-01 08:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_612,1,O_326,2023-05-01 02:00,0,,,
MF2305126290615,VEH_612,2,D_1595,2023-05-01 03:37,203.27,60,2023-05-01 08:00,Yes
20230501B468350_001,VEH_612,3,D_37,2023-05-01 09:06,0,60,2023-05-01 10:06,Yes
,VEH_612,4,O_326,2023-05-01 10:32,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_564,1,O_326,2023-05-01 02:00,0,,,
MF2305156308733,VEH_564,2,D_2075,2023-05-01 03:33,207.29,60,2023-05-01 08:00,Yes
,VEH_564,3,O_326,2023-05-01 09:21,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_569,1,O_326,2023-05-01 02:00,0,,,
MF2305126290603,VEH_569,2,D_1764,2023-05-01 03:40,199.94,60,2023-05-01 08:00,Yes
,VEH_569,3,O_326,2023-05-01 09:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_652,1,O_352,2023-05-01 02:00,0,,,
MF2305036210373,VEH_652,2,D_1503,2023-05-01 02:58,242.44,60,2023-05-01 08:00,Yes
,VEH_652,3,O_352,2023-05-01 09:06,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_679,1,O_376,2023-05-01 02:00,0,,,
MF2305026196633,VEH_679,2,D_1282,2023-05-01 03:41,199.04,60,2023-05-01 08:00,Yes
,VEH_679,3,O_376,2023-05-01 09:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_751,1,O_448,2023-05-01 02:00,0,,,
MF2305036201424,VEH_751,2,D_1401,2023-05-01 04:12,167.64,60,2023-05-01 08:00,Yes
MF2305036203581,VEH_751,3,D_1432,2023-05-01 10:01,0,60,2023-05-01 11:01,Yes
,VEH_751,4,O_448,2023-05-01 12:03,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1000,1,O_673,2023-05-01 02:00,0,,,
M18385113,VEH_1000,2,D_279,2023-05-01 03:35,205.41,60,2023-05-01 08:00,Yes
M18385023,VEH_1000,3,D_272,2023-05-01 09:08,0,60,2023-05-01 10:08,Yes
,VEH_1000,4,O_673,2023-05-01 11:03,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_994,1,O_673,2023-05-01 02:00,0,,,
20230501B467928_001,VEH_994,2,D_37,2023-05-01 02:57,243.32,60,2023-05-01 08:00,Yes
,VEH_994,3,O_673,2023-05-01 08:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1011,1,O_673,2023-05-01 02:00,0,,,
M18385646,VEH_1011,2,D_368,2023-05-01 03:14,225.66,60,2023-05-01 08:00,Yes
20230501B468011_001,VEH_1011,3,D_37,2023-05-01 08:48,0,60,2023-05-01 09:48,Yes
,VEH_1011,4,O_673,2023-05-01 10:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_981,1,O_673,2023-05-01 02:00,0,,,
20230501B467961_001,VEH_981,2,D_37,2023-05-01 02:57,243.32,60,2023-05-01 08:00,Yes
20230501B467817_001,VEH_981,3,D_37,2023-05-01 08:00,0,60,2023-05-01 09:00,Yes
,VEH_981,4,O_673,2023-05-01 09:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1001,1,O_673,2023-05-01 02:00,0,,,
M18385663,VEH_1001,2,D_298,2023-05-01 04:16,164.06,60,2023-05-01 08:00,Yes
20230501B467981_001,VEH_1001,3,D_37,2023-05-01 09:45,0,60,2023-05-01 10:45,Yes
,VEH_1001,4,O_673,2023-05-01 11:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1102,1,O_770,2023-05-01 02:00,0,,,
MF2305306378247,VEH_1102,2,D_1282,2023-05-01 04:06,173.55,60,2023-05-01 08:00,Yes
,VEH_1102,3,O_770,2023-05-01 10:07,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_36,1,O_9,2023-05-01 05:00,0,,,
M18385275,VEH_36,2,D_282,2023-05-01 06:19,221.34,60,2023-05-01 11:00,Yes
,VEH_36,3,O_9,2023-05-01 12:19,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_31,1,O_9,2023-05-01 05:00,0,,,
M18385283,VEH_31,2,D_283,2023-05-01 06:16,224.19,60,2023-05-01 11:00,Yes
,VEH_31,3,O_9,2023-05-01 12:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_57,1,O_11,2023-05-01 05:00,0,,,
M18385392,VEH_57,2,D_290,2023-05-01 06:24,216.01,60,2023-05-01 11:00,Yes
,VEH_57,3,O_11,2023-05-01 12:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_58,1,O_11,2023-05-01 05:00,0,,,
M18385400,VEH_58,2,D_286,2023-05-01 06:54,186.0,60,2023-05-01 11:00,Yes
,VEH_58,3,O_11,2023-05-01 13:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_192,1,O_62,2023-05-01 05:00,0,,,
M18385509,VEH_192,2,D_267,2023-05-01 06:07,232.59,60,2023-05-01 11:00,Yes
M18385537,VEH_192,3,D_359,2023-05-01 12:49,0,60,2023-05-01 13:49,Yes
,VEH_192,4,O_62,2023-05-01 14:34,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_254,1,O_144,2023-05-01 05:00,0,,,
M18436677,VEH_254,2,D_1093,2023-05-01 06:55,185.08,60,2023-05-01 11:00,Yes
MF2305016190059,VEH_254,3,D_90,2023-05-01 15:09,0,60,2023-05-01 16:09,Yes
,VEH_254,4,O_144,2023-05-01 19:11,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_372,1,O_179,2023-05-01 05:00,0,,,
MF2305016188711,VEH_372,2,D_1197,2023-05-01 06:32,208.31,60,2023-05-01 11:00,Yes
,VEH_372,3,O_179,2023-05-01 12:31,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_528,1,O_323,2023-05-01 05:00,0,,,
MF2305026192235,VEH_528,2,D_1221,2023-05-01 05:56,244.03,60,2023-05-01 11:00,Yes
,VEH_528,3,O_323,2023-05-01 11:57,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_562,1,O_326,2023-05-01 05:00,0,,,
MF2305126290563,VEH_562,2,D_1199,2023-05-01 05:28,272.11,60,2023-05-01 11:00,Yes
,VEH_562,3,O_326,2023-05-01 11:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_586,1,O_326,2023-05-01 05:00,0,,,
MF2305126290607,VEH_586,2,D_1631,2023-05-01 06:43,196.94,60,2023-05-01 11:00,Yes
MF2305126290583,VEH_586,3,D_2009,2023-05-01 12:18,0,60,2023-05-01 13:18,Yes
,VEH_586,4,O_326,2023-05-01 14:09,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_607,1,O_326,2023-05-01 05:00,0,,,
MF2305126290619,VEH_607,2,D_1631,2023-05-01 06:43,196.94,60,2023-05-01 11:00,Yes
,VEH_607,3,O_326,2023-05-01 12:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_627,1,O_349,2023-05-01 05:00,0,,,
M18385556,VEH_627,2,D_329,2023-05-01 07:03,177.22,60,2023-05-01 11:00,Yes
,VEH_627,3,O_349,2023-05-01 12:47,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_732,1,O_448,2023-05-01 05:00,0,,,
MF2305036201420,VEH_732,2,D_1396,2023-05-01 07:10,170.28,60,2023-05-01 11:00,Yes
,VEH_732,3,O_448,2023-05-01 12:48,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_762,1,O_448,2023-05-01 05:00,0,,,
MF2305036201415,VEH_762,2,D_1397,2023-05-01 07:08,172.31,60,2023-05-01 11:00,Yes
,VEH_762,3,O_448,2023-05-01 12:49,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_910,1,O_603,2023-05-01 05:00,0,,,
20230501B467163_004,VEH_910,2,D_115,2023-05-01 05:59,241.49,60,2023-05-01 11:00,Yes
20230501B468360_001,VEH_910,3,D_115,2023-05-01 11:00,0,60,2023-05-01 12:00,Yes
,VEH_910,4,O_603,2023-05-01 13:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_952,1,O_673,2023-05-01 05:00,0,,,
M18434761,VEH_952,2,D_359,2023-05-01 05:26,273.69,60,2023-05-01 11:00,Yes
,VEH_952,3,O_673,2023-05-01 11:24,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_971,1,O_673,2023-05-01 05:00,0,,,
M18386782,VEH_971,2,D_362,2023-05-01 05:21,279.32,60,2023-05-01 11:00,Yes
,VEH_971,3,O_673,2023-05-01 11:22,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_960,1,O_673,2023-05-01 05:00,0,,,
M18385109,VEH_960,2,D_278,2023-05-01 06:15,225.39,60,2023-05-01 11:00,Yes
M18434616,VEH_960,3,D_359,2023-05-01 12:05,0,60,2023-05-01 13:05,Yes
,VEH_960,4,O_673,2023-05-01 13:29,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_969,1,O_673,2023-05-01 05:00,0,,,
M18386797,VEH_969,2,D_425,2023-05-01 05:24,276.04,60,2023-05-01 11:00,Yes
,VEH_969,3,O_673,2023-05-01 11:23,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_984,1,O_673,2023-05-01 05:00,0,,,
M18386226,VEH_984,2,D_286,2023-05-01 07:39,140.53,60,2023-05-01 11:00,Yes
,VEH_984,3,O_673,2023-05-01 14:14,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_999,1,O_673,2023-05-01 05:00,0,,,
M18385667,VEH_999,2,D_377,2023-05-01 07:11,169.44,60,2023-05-01 11:00,Yes
M18385678,VEH_999,3,D_286,2023-05-01 12:30,0,60,2023-05-01 13:30,Yes
,VEH_999,4,O_673,2023-05-01 16:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_967,1,O_673,2023-05-01 05:00,0,,,
M18386875,VEH_967,2,D_429,2023-05-01 07:04,175.62,60,2023-05-01 11:00,Yes
,VEH_967,3,O_673,2023-05-01 13:19,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_6,1,O_9,2023-05-01 07:00,0,,,
M18387000,VEH_6,2,D_390,2023-05-01 08:01,239.12,60,2023-05-01 13:00,Yes
,VEH_6,3,O_9,2023-05-01 14:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_61,1,O_11,2023-05-01 07:00,0,,,
M18385406,VEH_61,2,D_298,2023-05-01 08:29,211.14,60,2023-05-01 13:00,Yes
,VEH_61,3,O_11,2023-05-01 14:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_91,1,O_11,2023-05-01 07:00,0,,,
20230501B468204_001,VEH_91,2,D_37,2023-05-01 07:00,300.0,60,2023-05-01 13:00,Yes
20230501B468136_001,VEH_91,3,D_37,2023-05-01 13:00,0,60,2023-05-01 14:00,Yes
,VEH_91,4,O_11,2023-05-01 14:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_142,1,O_45,2023-05-01 07:00,0,,,
MF2305306378241,VEH_142,2,D_2568,2023-05-01 09:15,164.63,60,2023-05-01 13:00,Yes
,VEH_142,3,O_45,2023-05-01 15:13,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_158,1,O_50,2023-05-01 07:00,0,,,
MF2305116279514,VEH_158,2,D_1370,2023-05-01 08:22,218.23,60,2023-05-01 13:00,Yes
,VEH_158,3,O_50,2023-05-01 14:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_269,1,O_144,2023-05-01 07:00,0,,,
MF2305166315407,VEH_269,2,D_2152,2023-05-01 09:13,167.25,60,2023-05-01 13:00,Yes
,VEH_269,3,O_144,2023-05-01 15:01,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_363,1,O_179,2023-05-01 07:00,0,,,
MF2305056258359,VEH_363,2,D_1595,2023-05-01 09:16,164.27,60,2023-05-01 13:00,Yes
,VEH_363,3,O_179,2023-05-01 14:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_439,1,O_243,2023-05-01 07:00,0,,,
20230501B467765_001,VEH_439,2,D_37,2023-05-01 08:10,229.54,60,2023-05-01 13:00,Yes
,VEH_439,3,O_243,2023-05-01 14:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_412,1,O_243,2023-05-01 07:00,0,,,
20230501B467723_001,VEH_412,2,D_37,2023-05-01 08:10,229.54,60,2023-05-01 13:00,Yes
,VEH_412,3,O_243,2023-05-01 14:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_453,1,O_243,2023-05-01 07:00,0,,,
20230501B467769_001,VEH_453,2,D_37,2023-05-01 08:10,229.54,60,2023-05-01 13:00,Yes
,VEH_453,3,O_243,2023-05-01 14:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_464,1,O_243,2023-05-01 07:00,0,,,
20230501B468213_001,VEH_464,2,D_37,2023-05-01 08:10,229.54,60,2023-05-01 13:00,Yes
20230501B468099_001,VEH_464,3,D_37,2023-05-01 13:00,0,60,2023-05-01 14:00,Yes
,VEH_464,4,O_243,2023-05-01 15:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_530,1,O_323,2023-05-01 07:00,0,,,
MF2305026196627,VEH_530,2,D_1282,2023-05-01 09:00,179.61,60,2023-05-01 13:00,Yes
,VEH_530,3,O_323,2023-05-01 15:02,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_559,1,O_326,2023-05-01 07:00,0,,,
MF2305126290608,VEH_559,2,D_1638,2023-05-01 08:34,205.77,60,2023-05-01 13:00,Yes
20230501B468351_001,VEH_559,3,D_37,2023-05-01 15:08,0,60,2023-05-01 16:08,Yes
,VEH_559,4,O_326,2023-05-01 16:33,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_589,1,O_326,2023-05-01 07:00,0,,,
20230501B468176_001,VEH_589,2,D_37,2023-05-01 07:33,266.53,60,2023-05-01 13:00,Yes
,VEH_589,3,O_326,2023-05-01 13:25,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_563,1,O_326,2023-05-01 07:00,0,,,
MF2305126290604,VEH_563,2,D_2012,2023-05-01 08:25,214.9,60,2023-05-01 13:00,Yes
,VEH_563,3,O_326,2023-05-01 14:25,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_622,1,O_326,2023-05-01 07:00,0,,,
20230501B467914_001,VEH_622,2,D_37,2023-05-01 07:33,266.53,60,2023-05-01 13:00,Yes
,VEH_622,3,O_326,2023-05-01 13:25,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_658,1,O_352,2023-05-01 07:00,0,,,
MF2305036210375,VEH_658,2,D_1504,2023-05-01 07:35,264.82,60,2023-05-01 13:00,Yes
,VEH_658,3,O_352,2023-05-01 13:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_691,1,O_376,2023-05-01 07:00,0,,,
MF2305026196635,VEH_691,2,D_1282,2023-05-01 08:41,199.04,60,2023-05-01 13:00,Yes
,VEH_691,3,O_376,2023-05-01 14:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_677,1,O_376,2023-05-01 07:00,0,,,
MF2305186334063,VEH_677,2,D_2229,2023-05-01 08:46,194.28,60,2023-05-01 13:00,Yes
,VEH_677,3,O_376,2023-05-01 14:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_749,1,O_448,2023-05-01 07:00,0,,,
MF2305036201425,VEH_749,2,D_1402,2023-05-01 09:20,159.52,60,2023-05-01 13:00,Yes
MF2305036203583,VEH_749,3,D_1433,2023-05-01 14:24,0,60,2023-05-01 15:24,Yes
,VEH_749,4,O_448,2023-05-01 16:37,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_974,1,O_673,2023-05-01 07:00,0,,,
20230501B467962_001,VEH_974,2,D_37,2023-05-01 07:57,243.32,60,2023-05-01 13:00,Yes
,VEH_974,3,O_673,2023-05-01 13:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_988,1,O_673,2023-05-01 07:00,0,,,
M18385114,VEH_988,2,D_279,2023-05-01 08:35,205.41,60,2023-05-01 13:00,Yes
,VEH_988,3,O_673,2023-05-01 14:47,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1008,1,O_673,2023-05-01 07:00,0,,,
