ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
,VEH_1037,3,O_685,2023-05-01 18:22,0,1162.21,Null,temp
Null,VEH_1060,1,O_711,2023-05-01 00:00,0,Null,Null,Null
20230501B468071_001,VEH_1060,2,D_1,2023-05-01 02:24,935.74,1140,2023-05-01 19:00,Yes
,VEH_1060,3,O_711,2023-05-01 21:35,0,1354.76,Null,temp
Null,VEH_11,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18434024,VEH_11,2,D_301,2023-05-01 00:23,0,82.58,2023-05-01 01:23,Yes
,VEH_11,3,O_9,2023-05-01 01:46,0,165.62,Null,temp
Null,VEH_110,1,O_34,2023-05-01 00:00,0,Null,Null,Null
20230501B467736_001,VEH_110,2,D_108,2023-05-01 01:54,666.06,840,2023-05-01 14:00,Yes
,VEH_110,3,O_34,2023-05-01 15:54,0,1014.31,Null,temp
Null,VEH_1100,1,O_770,2023-05-01 00:00,0,Null,Null,Null
MF2305306378247,VEH_1100,2,D_1282,2023-05-01 02:06,293.55,480,2023-05-01 08:00,Yes
,VEH_1100,3,O_770,2023-05-01 10:07,0,666.69,Null,temp
Null,VEH_136,1,O_45,2023-05-01 00:00,0,Null,Null,Null
MF2305306378239,VEH_136,2,D_2568,2023-05-01 02:15,284.63,480,2023-05-01 08:00,Yes
MF2305306378255,VEH_136,3,D_1728,2023-05-01 09:21,218.71,840,2023-05-01 14:00,Yes
,VEH_136,4,O_45,2023-05-01 15:50,0,1010.44,Null,temp
Null,VEH_156,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116280021,VEH_156,2,D_1236,2023-05-01 01:06,1014.24,1140,2023-05-01 19:00,Yes
,VEH_156,3,O_50,2023-05-01 20:06,0,1266.25,Null,temp
Null,VEH_157,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116280524,VEH_157,2,D_1748,2023-05-01 00:55,0,114.63,2023-05-01 01:55,Yes
,VEH_157,3,O_50,2023-05-01 02:50,0,230.39,Null,temp
Null,VEH_163,1,O_50,2023-05-01 00:00,0,Null,Null,Null
20230501B467797_001,VEH_163,2,D_108,2023-05-01 03:11,589.35,840,2023-05-01 14:00,Yes
20230501B468089_001,VEH_163,3,D_108,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_163,4,O_50,2023-05-01 18:10,0,1150.11,Null,temp
Null,VEH_165,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116279518,VEH_165,2,D_1748,2023-05-01 00:55,0,114.63,2023-05-01 01:55,Yes
,VEH_165,3,O_50,2023-05-01 02:50,0,230.39,Null,temp
Null,VEH_167,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116280008,VEH_167,2,D_1370,2023-05-01 01:22,338.23,480,2023-05-01 08:00,Yes
MF2305116279511,VEH_167,3,D_1271,2023-05-01 11:16,103.77,840,2023-05-01 14:00,Yes
,VEH_167,4,O_50,2023-05-01 17:33,0,1112.69,Null,temp
Null,VEH_169,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116280560,VEH_169,2,D_1748,2023-05-01 00:55,0,114.63,2023-05-01 01:55,Yes
,VEH_169,3,O_50,2023-05-01 02:50,0,230.39,Null,temp
Null,VEH_172,1,O_50,2023-05-01 00:00,0,Null,Null,Null
20230501B467932_001,VEH_172,2,D_1,2023-05-01 02:09,950.59,1140,2023-05-01 19:00,Yes
MF2305116280014,VEH_172,3,D_1964,2023-05-01 21:32,0,1352.22,2023-05-01 22:32,Yes
,VEH_172,4,O_50,2023-05-01 23:34,0,1473.56,Null,temp
Null,VEH_174,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116279526,VEH_174,2,D_1524,2023-05-01 00:51,729.14,840,2023-05-01 14:00,Yes
MF2305116280542,VEH_174,3,D_1748,2023-05-01 15:23,517.01,1500,2023-05-02 01:00,Yes
,VEH_174,4,O_50,2023-05-02 01:56,0,1615.75,Null,temp
Null,VEH_178,1,O_62,2023-05-01 00:00,0,Null,Null,Null
20230501B467999_001,VEH_178,2,D_108,2023-05-01 00:50,729.92,840,2023-05-01 14:00,Yes
,VEH_178,3,O_62,2023-05-01 14:51,0,950.56,Null,temp
Null,VEH_180,1,O_62,2023-05-01 00:00,0,Null,Null,Null
20230501B467861_001,VEH_180,2,D_109,2023-05-01 02:13,946.96,1140,2023-05-01 19:00,Yes
,VEH_180,3,O_62,2023-05-01 21:30,0,1349.77,Null,temp
Null,VEH_183,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18384919,VEH_183,2,D_266,2023-05-01 00:30,750.04,840,2023-05-01 14:00,Yes
,VEH_183,3,O_62,2023-05-01 14:32,0,932.21,Null,temp
Null,VEH_184,1,O_62,2023-05-01 00:00,0,Null,Null,Null
20230501B468003_001,VEH_184,2,D_108,2023-05-01 00:50,729.92,840,2023-05-01 14:00,Yes
,VEH_184,3,O_62,2023-05-01 14:51,0,950.56,Null,temp
Null,VEH_186,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18386975,VEH_186,2,D_273,2023-05-01 00:41,739.26,840,2023-05-01 14:00,Yes
,VEH_186,3,O_62,2023-05-01 14:43,0,943.49,Null,temp
Null,VEH_187,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18385505,VEH_187,2,D_352,2023-05-01 02:23,0,202.79,2023-05-01 03:23,Yes
M18384924,VEH_187,3,D_268,2023-05-01 05:54,0,413.58,2023-05-01 06:54,Yes
,VEH_187,4,O_62,2023-05-01 07:24,0,503.9,Null,temp
Null,VEH_190,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18385537,VEH_190,2,D_359,2023-05-01 00:48,552.5,660,2023-05-01 11:00,Yes
20230501B468127_001,VEH_190,3,D_109,2023-05-01 13:35,264.69,1140,2023-05-01 19:00,Yes
,VEH_190,4,O_62,2023-05-01 21:30,0,1349.77,Null,temp
Null,VEH_195,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18385551,VEH_195,2,D_273,2023-05-01 00:41,739.26,840,2023-05-01 14:00,Yes
,VEH_195,3,O_62,2023-05-01 14:43,0,943.49,Null,temp
Null,VEH_197,1,O_62,2023-05-01 00:00,0,Null,Null,Null
20230501B468216_001,VEH_197,2,D_184,2023-05-01 00:46,1034.02,1140,2023-05-01 19:00,Yes
,VEH_197,3,O_62,2023-05-01 19:51,0,1251.02,Null,temp
Null,VEH_198,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18385509,VEH_198,2,D_267,2023-05-01 01:07,532.59,660,2023-05-01 11:00,Yes
,VEH_198,3,O_62,2023-05-01 12:17,0,797.21,Null,temp
Null,VEH_203,1,O_70,2023-05-01 00:00,0,Null,Null,Null
20230501B468035_001,VEH_203,2,D_108,2023-05-01 03:01,598.56,840,2023-05-01 14:00,Yes
,VEH_203,3,O_70,2023-05-01 16:52,0,1071.5,Null,temp
Null,VEH_21,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18384761,VEH_21,2,D_263,2023-05-01 00:24,756.12,840,2023-05-01 14:00,Yes
,VEH_21,3,O_9,2023-05-01 14:23,0,923.38,Null,temp
Null,VEH_230,1,O_123,2023-05-01 00:00,0,Null,Null,Null
20230501B468384_001,VEH_230,2,D_108,2023-05-01 03:03,596.85,840,2023-05-01 14:00,Yes
,VEH_230,3,O_123,2023-05-01 16:57,0,1077.34,Null,temp
Null,VEH_24,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18385491,VEH_24,2,D_332,2023-05-01 00:49,1030.57,1140,2023-05-01 19:00,Yes
MF2304276175993,VEH_24,3,D_1180,2023-05-01 19:45,255.49,1500,2023-05-02 01:00,Yes
,VEH_24,4,O_9,2023-05-02 01:18,0,1577.68,Null,temp
Null,VEH_257,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385453,VEH_257,2,D_326,2023-05-01 01:47,313.21,480,2023-05-01 08:00,Yes
,VEH_257,3,O_144,2023-05-01 09:40,0,639.75,Null,temp
Null,VEH_26,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18385275,VEH_26,2,D_282,2023-05-01 01:19,521.34,660,2023-05-01 11:00,Yes
,VEH_26,3,O_9,2023-05-01 12:19,0,798.71,Null,temp
Null,VEH_27,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467784_001,VEH_27,2,D_108,2023-05-01 03:57,542.92,840,2023-05-01 14:00,Yes
,VEH_27,3,O_9,2023-05-01 18:00,0,1140.06,Null,temp
Null,VEH_272,1,O_144,2023-05-01 00:00,0,Null,Null,Null
MF2305016190559,VEH_272,2,D_1211,2023-05-01 01:49,971.34,1140,2023-05-01 19:00,Yes
,VEH_272,3,O_144,2023-05-01 20:51,0,1311.4,Null,temp
Null,VEH_28,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18385283,VEH_28,2,D_283,2023-05-01 01:16,524.19,660,2023-05-01 11:00,Yes
,VEH_28,3,O_9,2023-05-01 12:17,0,796.65,Null,temp
Null,VEH_282,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385436,VEH_282,2,D_313,2023-05-01 02:41,618.64,840,2023-05-01 14:00,Yes
M18436677,VEH_282,3,D_1093,2023-05-01 15:14,0,973.72,2023-05-01 16:14,Yes
,VEH_282,4,O_144,2023-05-01 18:01,0,1140.79,Null,temp
Null,VEH_290,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385481,VEH_290,2,D_340,2023-05-01 02:00,300.02,480,2023-05-01 08:00,Yes
,VEH_290,3,O_144,2023-05-01 10:04,0,664.45,Null,temp
Null,VEH_292,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385429,VEH_292,2,D_310,2023-05-01 01:44,0,164.42,2023-05-01 02:44,Yes
,VEH_292,3,O_144,2023-05-01 04:29,0,329.38,Null,temp
Null,VEH_297,1,O_144,2023-05-01 00:00,0,Null,Null,Null
MF2305036206456,VEH_297,2,D_1474,2023-05-01 01:36,984.44,1140,2023-05-01 19:00,Yes
20230501B468277_001,VEH_297,3,D_109,2023-05-01 20:55,0,1314.66,2023-05-01 21:55,Yes
,VEH_297,4,O_144,2023-05-01 22:35,0,1415.2,Null,temp
Null,VEH_3,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18434020,VEH_3,2,D_301,2023-05-01 00:23,0,82.58,2023-05-01 01:23,Yes
,VEH_3,3,O_9,2023-05-01 01:46,0,165.62,Null,temp
Null,VEH_30,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18386900,VEH_30,2,D_293,2023-05-01 01:16,344.18,480,2023-05-01 08:00,Yes
,VEH_30,3,O_9,2023-05-01 09:16,0,616.08,Null,temp
Null,VEH_302,1,O_144,2023-05-01 00:00,0,Null,Null,Null
20230501B468674_001,VEH_302,2,D_109,2023-05-01 00:41,1039.25,1140,2023-05-01 19:00,Yes
,VEH_302,3,O_144,2023-05-01 19:41,0,1240.54,Null,temp
Null,VEH_306,1,O_144,2023-05-01 00:00,0,Null,Null,Null
MF2305016190567,VEH_306,2,D_1211,2023-05-01 01:49,971.34,1140,2023-05-01 19:00,Yes
MF2305036206448,VEH_306,3,D_1473,2023-05-01 22:01,118.87,1500,2023-05-02 01:00,Yes
,VEH_306,4,O_144,2023-05-02 02:45,0,1664.82,Null,temp
Null,VEH_311,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385448,VEH_311,2,D_322,2023-05-01 01:58,662.24,840,2023-05-01 14:00,Yes
M18385461,VEH_311,3,D_333,2023-05-01 14:26,0,926.5,2023-05-01 15:26,Yes
,VEH_311,4,O_144,2023-05-01 17:06,0,1085.68,Null,temp
Null,VEH_313,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385441,VEH_313,2,D_316,2023-05-01 02:16,643.7,840,2023-05-01 14:00,Yes
MF2305016190059,VEH_313,3,D_90,2023-05-01 16:02,0,1022.32,2023-05-01 17:02,Yes
,VEH_313,4,O_144,2023-05-01 20:05,0,1264.99,Null,temp
Null,VEH_314,1,O_144,2023-05-01 00:00,0,Null,Null,Null
20230501B467098_004,VEH_314,2,D_1,2023-05-01 00:16,1064.03,1140,2023-05-01 19:00,Yes
,VEH_314,3,O_144,2023-05-01 19:16,0,1216.0,Null,temp
Null,VEH_321,1,O_144,2023-05-01 00:00,0,Null,Null,Null
20230501B468102_001,VEH_321,2,D_109,2023-05-01 00:41,1039.25,1140,2023-05-01 19:00,Yes
M18385467,VEH_321,3,D_336,2023-05-01 20:41,978.79,2280,2023-05-02 14:00,Yes
,VEH_321,4,O_144,2023-05-02 15:56,0,2455.85,Null,temp
Null,VEH_34,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467740_001,VEH_34,2,D_1,2023-05-01 02:49,911.16,1140,2023-05-01 19:00,Yes
20230501B467156_001,VEH_34,3,D_1,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_34,4,O_9,2023-05-01 22:48,0,1427.85,Null,temp
Null,VEH_340,1,O_174,2023-05-01 00:00,0,Null,Null,Null
20230501B468119_001,VEH_340,2,D_108,2023-05-01 00:31,749.0,840,2023-05-01 14:00,Yes
,VEH_340,3,O_174,2023-05-01 14:27,0,927.22,Null,temp
Null,VEH_342,1,O_174,2023-05-01 00:00,0,Null,Null,Null
20230501B468123_001,VEH_342,2,D_1,2023-05-01 01:47,972.75,1140,2023-05-01 19:00,Yes
20230501B468388_001,VEH_342,3,D_109,2023-05-01 19:41,0,1240.89,2023-05-01 20:41,Yes
,VEH_342,4,O_174,2023-05-01 22:58,0,1437.9,Null,temp
Null,VEH_343,1,O_174,2023-05-01 00:00,0,Null,Null,Null
20230501B468115_001,VEH_343,2,D_108,2023-05-01 00:31,749.0,840,2023-05-01 14:00,Yes
,VEH_343,3,O_174,2023-05-01 14:27,0,927.22,Null,temp
Null,VEH_349,1,O_174,2023-05-01 00:00,0,Null,Null,Null
20230501B468316_001,VEH_349,2,D_108,2023-05-01 00:31,749.0,840,2023-05-01 14:00,Yes
20230501B468321_001,VEH_349,3,D_108,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_349,4,O_174,2023-05-01 15:27,0,987.22,Null,temp
Null,VEH_36,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467792_001,VEH_36,2,D_109,2023-05-01 02:34,925.79,1140,2023-05-01 19:00,Yes
20230501B467071_001,VEH_36,3,D_109,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_36,4,O_9,2023-05-01 22:34,0,1413.98,Null,temp
Null,VEH_369,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016190961,VEH_369,2,D_1216,2023-05-01 02:31,0,211.0,2023-05-01 03:31,Yes
20230501B467821_001,VEH_369,3,D_108,2023-05-01 06:47,373.15,840,2023-05-01 14:00,Yes
MF2305056258355,VEH_369,4,D_1595,2023-05-01 15:39,921.18,1920,2023-05-02 08:00,Yes
,VEH_369,5,O_179,2023-05-02 09:59,0,2098.94,Null,temp
Null,VEH_37,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18385613,VEH_37,2,D_293,2023-05-01 01:16,344.18,480,2023-05-01 08:00,Yes
MF2305036201264,VEH_37,3,D_1180,2023-05-01 09:13,886.71,1500,2023-05-02 01:00,Yes
,VEH_37,4,O_9,2023-05-02 01:18,0,1577.68,Null,temp
Null,VEH_374,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016189698,VEH_374,2,D_1204,2023-05-01 01:43,677.0,840,2023-05-01 14:00,Yes
MF2305096266772,VEH_374,3,D_1778,2023-05-01 15:55,0,1014.74,2023-05-01 16:55,Yes
,VEH_374,4,O_179,2023-05-01 17:12,0,1092.4,Null,temp
Null,VEH_38,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18386998,VEH_38,2,D_293,2023-05-01 01:16,344.18,480,2023-05-01 08:00,Yes
,VEH_38,3,O_9,2023-05-01 09:16,0,616.08,Null,temp
Null,VEH_382,1,O_179,2023-05-01 00:00,0,Null,Null,Null
20230501B467844_001,VEH_382,2,D_1,2023-05-01 00:48,1031.84,1140,2023-05-01 19:00,Yes
,VEH_382,3,O_179,2023-05-01 19:45,0,1244.92,Null,temp
Null,VEH_385,1,O_179,2023-05-01 00:00,0,Null,Null,Null
20230501B464859_001,VEH_385,2,D_1,2023-05-01 00:48,1031.84,1140,2023-05-01 19:00,Yes
,VEH_385,3,O_179,2023-05-01 19:45,0,1244.92,Null,temp
Null,VEH_389,1,O_179,2023-05-01 00:00,0,Null,Null,Null
20230501B468063_001,VEH_389,2,D_108,2023-05-01 01:28,691.84,840,2023-05-01 14:00,Yes
20230501B468067_001,VEH_389,3,D_109,2023-05-01 16:11,108.97,1140,2023-05-01 19:00,Yes
,VEH_389,4,O_179,2023-05-01 20:12,0,1272.4,Null,temp
Null,VEH_391,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016189707,VEH_391,2,D_1208,2023-05-01 01:30,690.43,840,2023-05-01 14:00,Yes
,VEH_391,3,O_179,2023-05-01 15:29,0,989.2,Null,temp
Null,VEH_392,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016188711,VEH_392,2,D_1197,2023-05-01 01:32,508.31,660,2023-05-01 11:00,Yes
,VEH_392,3,O_179,2023-05-01 12:31,0,811.19,Null,temp
Null,VEH_399,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2304286183315,VEH_399,2,D_1182,2023-05-01 00:24,395.61,480,2023-05-01 08:00,Yes
,VEH_399,3,O_179,2023-05-01 08:24,0,564.48,Null,temp
Null,VEH_403,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467195_001,VEH_403,2,D_7,2023-05-01 00:52,728.45,840,2023-05-01 14:00,Yes
20230501B467768_001,VEH_403,3,D_109,2023-05-01 16:31,89.2,1140,2023-05-01 19:00,Yes
,VEH_403,4,O_243,2023-05-01 22:29,0,1409.37,Null,temp
Null,VEH_411,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468051_001,VEH_411,2,D_1,2023-05-01 02:42,918.01,1140,2023-05-01 19:00,Yes
,VEH_411,3,O_243,2023-05-01 21:58,0,1378.48,Null,temp
Null,VEH_415,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468023_001,VEH_415,2,D_109,2023-05-01 03:08,892.5,1140,2023-05-01 19:00,Yes
20230501B467718_001,VEH_415,3,D_109,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_415,4,O_243,2023-05-01 23:29,0,1469.37,Null,temp
Null,VEH_417,1,O_243,2023-05-01 00:00,0,Null,Null,Null
N_20230501858602,VEH_417,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
,VEH_417,3,O_243,2023-05-01 15:30,0,990.01,Null,temp
Null,VEH_421,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467714_001,VEH_421,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
,VEH_421,3,O_243,2023-05-01 15:30,0,990.01,Null,temp
Null,VEH_429,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467749_001,VEH_429,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
,VEH_429,3,O_243,2023-05-01 15:30,0,990.01,Null,temp
Null,VEH_435,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468039_001,VEH_435,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
N_20230501842175,VEH_435,3,D_108,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_435,4,O_243,2023-05-01 16:30,0,1050.01,Null,temp
Null,VEH_438,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467681_001,VEH_438,2,D_1,2023-05-01 02:42,918.01,1140,2023-05-01 19:00,Yes
,VEH_438,3,O_243,2023-05-01 21:58,0,1378.48,Null,temp
Null,VEH_439,1,O_243,2023-05-01 00:00,0,Null,Null,Null
N_20230501858834,VEH_439,2,D_1,2023-05-01 02:42,918.01,1140,2023-05-01 19:00,Yes
,VEH_439,3,O_243,2023-05-01 21:58,0,1378.48,Null,temp
Null,VEH_44,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467776_001,VEH_44,2,D_108,2023-05-01 03:57,542.92,840,2023-05-01 14:00,Yes
,VEH_44,3,O_9,2023-05-01 18:00,0,1140.06,Null,temp
Null,VEH_442,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467473_002,VEH_442,2,D_1,2023-05-01 02:42,918.01,1140,2023-05-01 19:00,Yes
,VEH_442,3,O_243,2023-05-01 21:58,0,1378.48,Null,temp
Null,VEH_443,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467710_001,VEH_443,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
20230501B468212_001,VEH_443,3,D_109,2023-05-01 16:11,108.97,1140,2023-05-01 19:00,Yes
,VEH_443,4,O_243,2023-05-01 22:29,0,1409.37,Null,temp
Null,VEH_444,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468208_001,VEH_444,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
,VEH_444,3,O_243,2023-05-01 15:30,0,990.01,Null,temp
Null,VEH_446,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B464985_001,VEH_446,2,D_1,2023-05-01 02:42,918.01,1140,2023-05-01 19:00,Yes
,VEH_446,3,O_243,2023-05-01 21:58,0,1378.48,Null,temp
Null,VEH_457,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467884_001,VEH_457,2,D_184,2023-05-01 01:41,978.78,1140,2023-05-01 19:00,Yes
,VEH_457,3,O_243,2023-05-01 20:50,0,1309.85,Null,temp
Null,VEH_459,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467764_001,VEH_459,2,D_109,2023-05-01 03:08,892.5,1140,2023-05-01 19:00,Yes
20230501B468098_001,VEH_459,3,D_109,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_459,4,O_243,2023-05-01 23:29,0,1469.37,Null,temp
Null,VEH_460,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467753_001,VEH_460,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
20230501B468019_001,VEH_460,3,D_1,2023-05-01 15:46,133.99,1140,2023-05-01 19:00,Yes
,VEH_460,4,O_243,2023-05-01 21:58,0,1378.48,Null,temp
Null,VEH_461,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467745_001,VEH_461,2,D_109,2023-05-01 03:08,892.5,1140,2023-05-01 19:00,Yes
,VEH_461,3,O_243,2023-05-01 22:29,0,1409.37,Null,temp
Null,VEH_466,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468111_001,VEH_466,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
