,VehicleID,Count,Volume,TravelDistance,WorkTime,TravelTime,ServiceTime,WaitingTime,TotalCost,FixedCost,VariableCost
17,VEH_19,13,294.7420379544643,3766.750859101569,7423,5227.15,780,1415.85,3876.750859101569,110,3766.750859101569
18,VEH_20,16,326.2530114446107,4932.902444107545,7406,4903.860000000001,960,1542.1399999999999,5042.902444107545,110,4932.902444107545
19,VEH_21,9,224.2329537064473,2354.023074855465,6120,3750.8599999999997,540,1829.14,2464.023074855465,110,2354.023074855465
20,VEH_22,13,321.95163365445876,4451.189058210652,6120,3837.06,780,1502.94,5491.426869852782,150,5341.426869852782
21,VEH_23,13,375.51746498748076,5565.65667401592,7380,5211.9,780,1388.1,6828.788008819103,150,6678.788008819103
22,VEH_24,14,266.29836023759253,3992.8491121236557,5411,3409.88,840,1161.12,4941.4189345483865,150,4791.4189345483865
23,VEH_25,11,354.11077766058526,3469.889251908769,6236,3909.4800000000005,660,1666.5199999999998,4313.867102290523,150,4163.867102290523
24,VEH_26,13,350.2514553295766,4023.1121980749313,6720,4302.3099999999995,780,1637.69,4977.734637689918,150,4827.734637689918
25,VEH_27,16,402.9226921901426,4985.9214079599815,7560,5077.58,960,1522.42,6133.105689551978,150,5983.105689551978
26,VEH_28,16,331.0457179278698,4409.66313118333,7976,5882.11,960,1133.89,5441.595757419996,150,5291.595757419996
27,VEH_29,14,343.5054275235211,5768.6168765077155,6635,4803.0,840,991.9999999999999,7072.340251809258,150,6922.340251809258
28,VEH_30,15,328.12029129911525,4027.2402432497474,7380,4077.45,900,2402.55,4982.688291899697,150,4832.688291899697
29,VEH_31,19,433.3319683267372,4741.61761509653,8700,5678.81,1140,1881.1899999999996,5839.941138115836,150,5689.941138115836
30,VEH_32,14,395.25101909651715,5332.226107224387,5880,4167.27,840,872.73,8198.339160836582,200,7998.339160836581
31,VEH_33,14,358.22711365911283,4447.733894954805,5820,4036.5699999999997,840,943.4300000000001,6871.600842432207,200,6671.600842432207
32,VEH_34,19,527.3782428242275,7135.207394911405,8020,5772.0599999999995,1140,1107.94,10902.811092367107,200,10702.811092367107
33,VEH_35,15,397.3367835702052,4283.147577637738,9360,3944.37,900,4515.63,6624.721366456608,200,6424.721366456608
34,VEH_36,17,405.1758856271026,4550.211653360337,7080,3887.1,1020,2172.9,7025.317480040505,200,6825.317480040505
35,VEH_37,18,493.36781933344383,4697.10331306687,7860,3915.6500000000005,1080,2864.3499999999995,7245.654969600306,200,7045.654969600306
36,VEH_38,13,415.3755859382897,3978.332518435196,6780,3579.77,780,2420.23,6167.498777652794,200,5967.498777652794
37,VEH_39,17,369.8321091955535,5567.019804309567,7560,4614.469999999999,1020,1925.5300000000002,8550.529706464351,200,8350.529706464351
38,VEH_40,15,352.0458414396086,5029.451491933997,8160,4415.73,900,2844.2700000000004,7744.177237900996,200,7544.177237900996
39,VEH_41,18,410.8671796906589,5984.660785800128,7860,4738.24,1080,2041.76,9176.991178700191,200,8976.991178700191
40,VEH_42,15,343.8572459350181,3201.193962239474,6380,3185.6200000000003,900,2294.3799999999997,6012.149132031053,250,5762.149132031053
41,VEH_43,21,554.2487988994818,4606.777676858742,8602,5242.56,1260,2099.4399999999996,8542.199818345736,250,8292.199818345736
42,VEH_44,14,376.0603801073522,3724.988143207095,6447,4339.58,840,1267.42,6954.978657772772,250,6704.978657772772
43,VEH_45,16,371.7816239745776,4553.325727822776,5973,4036.74,960,976.2600000000001,8445.986310080996,250,8195.986310080996
44,VEH_46,14,352.7538541541728,4685.872537313906,5700,4184.09,840,675.91,8684.57056716503,250,8434.57056716503
45,VEH_47,20,542.2743410752615,3932.4518019382385,8700,4381.959999999999,1200,3118.0400000000004,7328.41324348883,250,7078.41324348883
46,VEH_48,17,447.55544244911584,5267.0153736369,7200,4246.01,1020,1933.99,9730.627672546421,250,9480.627672546421
47,VEH_49,16,367.0285515324569,4578.1496160875895,6667,4933.28,960,773.72,8490.669308957662,250,8240.669308957662
48,VEH_50,19,424.3091879689152,5333.972869638195,6900,4878.17,1140,881.8299999999999,9851.151165348752,250,9601.151165348752
49,VEH_51,17,390.19616234839197,3728.3809142309883,8355,4187.699999999999,1020,3147.3000000000006,6961.085645615779,250,6711.085645615779
50,VEH_52,11,231.5285320708134,3648.0891973625194,5940,3696.72,660,1583.2800000000002,2998.4713578900155,80,2918.4713578900155
51,VEH_53,14,232.87611133615738,4655.781360705854,8040,5706.92,840,1493.08,3804.6250885646837,80,3724.6250885646837
52,VEH_54,9,172.81579041555142,3432.7263977347516,4980,3482.87,540,957.13,2826.1811181878015,80,2746.1811181878015
53,VEH_55,16,267.8527194803586,2403.3177926413814,6720,3762.9,960,1997.1,2002.6542341131053,80,1922.6542341131053
54,VEH_56,13,249.45153215355134,2616.7322306361925,5555,3144.35,780,1630.65,2173.385784508954,80,2093.385784508954
55,VEH_57,11,178.3332718679537,2563.121035682096,6840,4434.9,660,1745.1,2130.496828545677,80,2050.496828545677
56,VEH_58,11,201.1919692264099,2603.5686242832994,6720,4656.91,660,1403.09,2162.85489942664,80,2082.85489942664
57,VEH_59,16,293.8997702098652,3859.7522747356943,6420,3991.4700000000003,960,1468.5299999999997,3167.801819788556,80,3087.801819788556
58,VEH_60,10,164.01071351893606,2545.8980406725564,5940,4425.26,600,914.74,2116.718432538045,80,2036.7184325380451
59,VEH_61,15,257.7948744276599,1818.3455471002176,7568,4273.0,900,2395.0,1534.676437680174,80,1454.676437680174
60,VEH_62,13,327.0252728724997,3366.475524739555,7860,5236.17,780,1843.83,3476.475524739555,110,3366.475524739555
61,VEH_63,16,312.48098447077683,3532.243080984931,6600,3951.13,960,1688.8699999999997,3642.243080984931,110,3532.243080984931
62,VEH_64,11,277.8433146097887,2982.7904352984056,8520,4539.52,660,3320.4799999999996,3092.7904352984056,110,2982.7904352984056
63,VEH_65,15,360.73904034474504,2141.0801059829605,6900,3946.7,900,2053.3,2251.0801059829605,110,2141.0801059829605
64,VEH_66,18,444.9158900910037,3732.172103141658,8045,4548.360000000001,1080,2416.64,3842.172103141658,110,3732.172103141658
65,VEH_67,11,214.71035212994508,2990.018853400887,4920,2981.5299999999997,660,1278.4700000000003,3100.018853400887,110,2990.018853400887
66,VEH_68,15,305.2489070531099,1764.5578238331132,8160,3771.83,900,3488.17,1874.5578238331132,110,1764.5578238331132
67,VEH_69,13,279.0284019820494,2028.9912565698644,5400,2861.6400000000003,780,1758.36,2138.991256569864,110,2028.9912565698644
68,VEH_70,17,364.4529475831516,3913.548836620043,8280,4466.049999999999,1020,2793.9500000000003,4023.548836620043,110,3913.548836620043
69,VEH_71,12,260.1719574137853,3080.19117536552,7620,4230.55,720,2669.45,3190.19117536552,110,3080.19117536552
70,VEH_72,18,440.9198340285193,2250.7817066094094,7575,3310.41,1080,3184.59,2850.9380479312913,150,2700.9380479312913
71,VEH_73,22,537.2964568079962,3515.819388762169,8280,4543.49,1320,2416.51,4368.983266514603,150,4218.983266514603
72,VEH_74,21,428.1210656985139,4307.649585538904,11400,4628.59,1260,5511.41,5319.179502646684,150,5169.179502646684
73,VEH_75,21,578.5160673733459,3557.6569302173975,9240,3996.79,1260,3983.21,4419.1883162608765,150,4269.1883162608765
74,VEH_76,13,401.66344326802164,3000.428993048718,6900,3324.28,780,2795.72,3750.5147916584615,150,3600.5147916584615
75,VEH_77,17,392.6239981541578,4196.4652386231055,7174,4293.5599999999995,1020,1860.44,5185.758286347726,150,5035.758286347726
76,VEH_78,13,324.11914494109294,3120.8099752861553,7080,4005.22,780,2294.78,3894.971970343386,150,3744.971970343386
77,VEH_79,22,545.6090862540249,2615.9180375130813,8309,3591.649999999999,1320,3397.350000000001,3289.1016450156976,150,3139.1016450156976
78,VEH_80,18,454.655330358387,3907.14687261272,7260,3889.1300000000006,1080,2290.8699999999994,4838.576247135264,150,4688.576247135264
79,VEH_81,19,460.6229160096101,3554.995419547643,7476,4110.5,1140,2225.5,4415.994503457171,150,4265.994503457171
80,VEH_82,19,490.7115576903143,2339.9164082540265,8580,3811.0,1140,3629.0,3709.8746123810397,200,3509.8746123810397
81,VEH_83,25,571.2189604489191,2634.2442183202106,8460,4046.74,1500,2913.26,4151.366327480316,200,3951.3663274803157
82,VEH_84,17,405.97924988007446,2634.897110199536,8220,4443.2699999999995,1020,2756.7300000000005,4152.3456652993045,200,3952.3456652993045
83,VEH_85,18,371.7070216976386,1577.9670004415943,6480,2229.8900000000003,1080,3170.1099999999997,2566.9505006623913,200,2366.9505006623913
84,VEH_86,14,421.4951833406284,2387.002836735743,7380,2948.7999999999997,840,3591.2000000000003,3780.504255103615,200,3580.504255103615
85,VEH_87,19,515.110604775149,4126.604333421474,8460,4353.1,1140,2966.9,6389.906500132211,200,6189.906500132211
86,VEH_88,23,574.2384798132227,3131.538202319472,8160,4072.85,1380,2707.15,4897.307303479208,200,4697.307303479208
87,VEH_89,22,456.9839197447114,3066.4453771893495,8460,4280.26,1320,2859.74,4799.668065784024,200,4599.668065784024
88,VEH_90,19,474.7406567529574,3286.5249194712064,7063,4033.52,1140,1889.48,5129.787379206809,200,4929.787379206809
89,VEH_91,23,582.2078622879025,3272.8886302524293,8294,4682.969999999999,1380,2231.03,5109.332945378644,200,4909.332945378644
90,VEH_92,19,523.1072411913937,2102.140232459491,8173,3975.8499999999995,1140,3057.1500000000005,4033.852418427084,250,3783.852418427084
91,VEH_93,17,489.44247125394503,1524.8161928553432,6780,3195.9199999999996,1020,2564.0800000000004,2994.669147139618,250,2744.669147139618
92,VEH_94,25,670.1032343469731,2617.807394204702,8520,3957.95,1500,3062.05,4962.053309568464,250,4712.053309568464
93,VEH_95,20,565.8605760635875,2474.702229858477,7788,3280.07,1200,3307.93,4704.464013745259,250,4454.464013745259
94,VEH_96,20,536.5078021492037,3476.6238628500273,7707,4492.37,1200,2014.6299999999999,6507.922953130049,250,6257.922953130049
95,VEH_97,20,501.9224534070338,2904.139267797,6780,3275.7400000000002,1200,2304.2599999999998,5477.4506820346,250,5227.4506820346
96,VEH_98,21,542.0683825476062,2041.7899030716221,8220,4073.1400000000003,1260,2886.8599999999997,3925.22182552892,250,3675.22182552892
97,VEH_99,22,589.2187344664885,3195.4128948457815,7868,3926.37,1320,2621.63,6001.743210722407,250,5751.743210722407
98,VEH_100,18,506.68758229729275,4296.215086483775,8433,5028.99,1080,2324.0099999999998,7983.187155670795,250,7733.187155670795
99,VEH_101,23,542.8670071436757,2370.6472191098082,7980,4005.7200000000003,1380,2594.2799999999997,4517.164994397655,250,4267.164994397655
100,VEH_102,7,100.20485691431584,2279.5880165138587,4500,3003.34,420,1076.6599999999999,1903.6704132110872,80,1823.6704132110872
101,VEH_103,9,172.37625276197736,3662.3127059857543,5700,3426.34,540,1733.6599999999999,3009.8501647886037,80,2929.8501647886037
102,VEH_104,9,145.48026615591,1255.716110515695,4380,1664.33,540,2175.67,1084.572888412556,80,1004.572888412556
103,VEH_105,6,116.19728354099233,1500.1602112139788,4680,3726.77,360,593.23,1280.128168971183,80,1200.128168971183
104,VEH_106,10,166.79911948867326,1971.4153247440631,6660,3484.24,600,2575.76,1657.1322597952505,80,1577.1322597952505
105,VEH_107,10,186.24175568460072,3026.003892825594,7380,5232.59,600,1547.4099999999999,3136.003892825594,110,3026.003892825594
106,VEH_108,5,97.63870796794261,1753.6878433499103,4980,3930.11,300,749.89,1863.6878433499103,110,1753.6878433499103
107,VEH_109,14,354.8367823666542,2385.5825781548597,6120,3542.34,840,1737.6599999999996,2495.5825781548597,110,2385.5825781548597
108,VEH_110,12,267.70076241401847,2557.227766077806,4260,2855.66,720,684.34,2667.227766077806,110,2557.227766077806
109,VEH_111,15,348.06550283899975,1669.604279028537,4680,2016.1799999999998,900,1763.8200000000002,1779.604279028537,110,1669.604279028537
110,VEH_112,9,213.44993574197946,2451.6192709616403,5040,3203.65,540,1296.35,3091.943125153968,150,2941.943125153968
111,VEH_113,14,375.7933938995904,2553.0375796470507,6240,3082.38,840,2317.62,3213.645095576461,150,3063.645095576461
112,VEH_114,15,410.56876001036255,1716.8322701169104,6480,2926.1600000000003,900,2653.8399999999997,2210.1987241402926,150,2060.1987241402926
113,VEH_115,17,445.75549686398483,1447.3710424385517,6122,2189.96,1020,2912.04,1886.845250926262,150,1736.845250926262
114,VEH_116,16,407.40352314306506,2205.4952864327634,6042,2924.52,960,2157.48,2796.594343719316,150,2646.594343719316
115,VEH_117,10,284.22065930171294,2942.020963531823,4558,3249.87,600,708.1299999999999,4613.0314452977345,200,4413.0314452977345
116,VEH_118,11,359.60196483151583,2273.1925045663675,5220,3191.74,660,1368.2600000000002,3609.788756849551,200,3409.788756849551
117,VEH_119,8,216.86238054146125,2273.4632637951167,4921,2647.55,480,1793.45,3610.1948956926753,200,3410.1948956926753
118,VEH_120,19,494.7815151811406,2046.589745474329,5876,2712.57,1140,2023.4299999999998,3269.8846182114935,200,3069.8846182114935
119,VEH_121,17,510.87518186985466,2168.5718781535925,6480,3576.1499999999996,1020,1883.8500000000001,3452.8578172303887,200,3252.8578172303887
120,VEH_122,1,11.282979981499595,280.91260478877024,360,185.6,60,114.4,755.6426886197864,250,505.64268861978644
121,VEH_123,17,393.6232896926119,2219.877318416832,6295,2770.42,1020,2504.58,4245.779173150298,250,3995.779173150298
122,VEH_124,13,324.00363003552496,2702.5865368503,6476,3655.0899999999997,780,2040.9100000000003,5114.65576633054,250,4864.65576633054
123,VEH_125,20,532.2758034671324,2300.459415224609,6420,3003.5,1200,2216.5,4390.826947404296,250,4140.826947404296
124,VEH_126,13,371.8172008909167,1482.005418395108,5820,2418.6099999999997,780,2621.3900000000003,2917.6097531111946,250,2667.6097531111946
125,VEH_127,12,168.87854145326298,4629.058173924246,9120,6660.34,720,1739.6599999999999,3783.246539139397,80,3703.246539139397
126,VEH_128,9,153.70141273479925,2954.0569797722233,8760,6444.68,540,1775.32,2443.245583817779,80,2363.245583817779
127,VEH_129,11,199.06090940640257,1346.6617922284238,6120,3598.3500000000004,660,1861.6499999999999,1157.329433782739,80,1077.329433782739
128,VEH_130,4,79.27684892850074,1012.566577469822,3840,2793.1,240,806.9,890.0532619758577,80,810.0532619758577
129,VEH_131,10,163.12572207737398,2823.5398511025414,6324,4176.94,600,1547.0600000000002,2338.831880882033,80,2258.831880882033
130,VEH_132,12,293.8072098790425,2915.286752503927,5040,2971.3900000000003,720,1348.61,3025.286752503927,110,2915.286752503927
131,VEH_133,8,227.0807254366393,3040.10946397014,4200,2984.6,480,735.4,3150.10946397014,110,3040.10946397014
132,VEH_134,10,212.32290203427888,1485.0313069652645,5820,3137.8199999999997,600,2082.1800000000003,1595.0313069652645,110,1485.0313069652645
133,VEH_135,7,157.0463734530707,1869.5595366984103,4016,2703.93,420,892.07,1979.5595366984103,110,1869.5595366984103
134,VEH_136,9,167.3103583686193,1690.3699522010697,3900,2413.73,540,946.27,1800.3699522010697,110,1690.3699522010697
135,VEH_137,8,225.15449153838134,2448.4698042695672,5040,3367.04,480,1192.96,3088.1637651234805,150,2938.1637651234805
136,VEH_138,10,191.21541981910545,2036.1686363873403,5160,1849.6099999999997,600,2710.3900000000003,2593.402363664808,150,2443.402363664808
137,VEH_139,20,404.27375379990053,2449.71100108664,5130,2533.84,1200,1396.1599999999999,3089.6532013039678,150,2939.6532013039678
138,VEH_140,4,107.85684044084456,832.0283719551858,3660,2910.5,240,509.5,1148.4340463462229,150,998.4340463462229
139,VEH_141,14,402.501418757087,3167.2842461871187,6079,4117.47,840,1121.53,3950.7410954245424,150,3800.7410954245424
140,VEH_142,18,477.0777589352817,3375.819816495746,8441,4684.950000000001,1080,2676.0499999999997,5263.729724743619,200,5063.729724743619
141,VEH_143,21,596.4231679074901,2507.9323441437023,5916,2831.09,1260,1824.9099999999999,3961.898516215553,200,3761.898516215553
142,VEH_144,13,307.51687932544553,2802.6353646014472,6240,3521.8599999999997,780,1938.14,4403.953046902171,200,4203.953046902171
143,VEH_145,11,296.49220984848927,2244.983906194141,5618,2591.6,660,2366.4,3567.4758592912117,200,3367.4758592912117
144,VEH_146,12,367.8990932191462,3831.8781411025907,8160,6230.05,720,1209.95,5947.817211653886,200,5747.817211653886
145,VEH_147,17,472.23732071445176,2897.5278973169793,6072,4027.04,1020,1024.96,5465.550215170563,250,5215.550215170563
146,VEH_148,14,402.5672793919191,1577.0668727221769,6047,2186.01,840,3020.99,3088.7203708999186,250,2838.7203708999186
147,VEH_149,12,387.88380941666475,1653.6798404444528,4500,2321.82,720,1458.1799999999998,3226.6237128000153,250,2976.6237128000153
148,VEH_150,16,406.09566599141465,2333.284928650667,5148,2771.12,960,1416.8800000000003,4449.912871571201,250,4199.912871571201
149,VEH_151,13,364.00387177647866,3160.5154683111177,6480,3769.4300000000003,780,1930.57,5938.927842960012,250,5688.927842960012
150,VEH_152,9,167.92232515584124,2476.3231800863446,4821,3009.01,540,1271.9899999999998,2061.0585440690757,80,1981.0585440690757
151,VEH_153,13,241.3760248392698,3267.6090943881522,6900,4518.4,780,1601.6000000000001,2694.087275510522,80,2614.087275510522
152,VEH_154,12,218.4803397738894,2947.179383088299,6228,3776.91,720,1731.0900000000001,2437.743506470639,80,2357.743506470639
153,VEH_155,14,225.14641477861326,2949.6897915853083,7500,5134.05,840,1525.9499999999998,2439.7518332682466,80,2359.7518332682466
154,VEH_156,11,215.62721731208205,2872.3323999527493,7080,4734.45,660,1685.5500000000002,2377.8659199621993,80,2297.8659199621993
155,VEH_157,14,357.7587455303911,4925.253275257111,8040,4983.48,840,2216.52,5035.253275257111,110,4925.253275257111
156,VEH_158,16,341.8796741722896,4149.059982509111,7503,4755.8,960,1787.2,4259.059982509111,110,4149.059982509111
157,VEH_159,13,282.90112673500977,3014.572312878769,5820,3859.81,780,1180.19,3124.572312878769,110,3014.572312878769
158,VEH_160,16,376.76048702337005,4171.486954778697,8160,4836.9,960,2363.1,4281.486954778697,110,4171.486954778697
159,VEH_161,11,224.87201991907637,2908.891409601756,6300,4200.12,660,1439.88,3018.891409601756,110,2908.891409601756
160,VEH_162,13,346.96113258925146,4855.454311224738,7860,4817.35,780,2262.6499999999996,5976.545173469686,150,5826.545173469686
161,VEH_163,12,327.50180099282954,4010.927500226581,7020,4559.3,720,1740.6999999999998,4963.113000271896,150,4813.113000271896
162,VEH_164,18,381.41201168950533,3768.791714560223,7978,4096.860000000001,1080,2801.14,4672.550057472267,150,4522.550057472267
163,VEH_165,13,292.81832447395544,3822.448445947989,6720,3491.1499999999996,780,2448.8500000000004,4736.938135137587,150,4586.938135137587
164,VEH_166,18,473.12585114414736,4019.292924698535,8640,5345.71,1080,2214.29,4973.151509638242,150,4823.151509638242
165,VEH_167,13,443.910208334637,4857.888767092912,6685,4737.01,780,1167.9899999999998,7486.833150639368,200,7286.833150639368
166,VEH_168,13,387.74981802015384,4281.263815772561,8820,4848.95,780,3191.05,6621.895723658842,200,6421.895723658842
167,VEH_169,19,559.6114130734829,4613.26077794029,7836,4724.67,1140,1971.33,7119.891166910435,200,6919.891166910435
168,VEH_170,16,475.6783542585398,3400.140746708758,8700,3502.99,960,4237.01,5300.211120063137,200,5100.211120063137
169,VEH_171,17,449.70139717123146,5649.960021599157,6894,4864.77,1020,1009.2299999999999,8674.940032398736,200,8474.940032398736
170,VEH_172,18,467.76349346211924,4504.7550516428455,8160,5527.02,1080,1552.98,8358.559092957123,250,8108.559092957122
171,VEH_173,8,222.28035496734458,2828.4062485471622,3660,2147.41,480,1032.5900000000001,5341.131247384892,250,5091.131247384892
172,VEH_174,18,427.2258811631069,3359.470220822705,8040,3866.77,1080,3093.23,6297.046397480869,250,6047.046397480869
173,VEH_175,20,533.7983784394365,4805.491754529374,9600,6129.780000000001,1200,2270.22,8899.885158152872,250,8649.885158152872
174,VEH_176,17,506.82519910464714,3085.0646044855157,7165,3914.3699999999994,1020,2230.6300000000006,5803.116288073928,250,5553.116288073928
175,VEH_177,13,201.22457089155483,3143.226941224217,6420,4285.48,780,1354.52,2594.581552979374,80,2514.581552979374
176,VEH_178,10,193.96639555159453,1945.8589437383735,6885,4667.14,600,1617.86,1636.687154990699,80,1556.687154990699
177,VEH_179,13,232.78367595924607,2397.903759812304,6780,3765.7599999999998,780,2234.2400000000002,1998.3230078498434,80,1918.3230078498434
178,VEH_180,18,259.05855827112634,3232.1601561387674,8656,5609.32,1080,1966.68,2665.728124911014,80,2585.728124911014
179,VEH_181,10,155.00137421086225,2508.3572649542407,5167,3375.4300000000003,600,1191.5699999999997,2086.6858119633926,80,2006.6858119633926
180,VEH_182,17,376.9453396802021,1770.2123313135576,7320,3395.3199999999997,1020,2904.6800000000003,1880.2123313135576,110,1770.2123313135576
181,VEH_183,18,384.90640566953033,3360.771015080239,8160,4679.36,1080,2400.6400000000003,3470.771015080239,110,3360.771015080239
182,VEH_184,17,369.5372025599249,2493.669829770686,8760,4341.93,1020,3398.0699999999997,2603.669829770686,110,2493.669829770686
183,VEH_185,16,366.60681992188614,2395.4009150761194,7980,4327.370000000001,960,2692.6299999999997,2505.4009150761194,110,2395.4009150761194
184,VEH_186,15,353.64477218947707,2517.9107115848055,6978,3537.94,900,2540.06,2627.9107115848055,110,2517.9107115848055
185,VEH_187,20,464.61168405818864,3257.3458871138405,8640,4690.29,1200,2749.71,4058.8150645366086,150,3908.8150645366086
186,VEH_188,19,503.28496995077194,3220.9873381656025,8160,4177.28,1140,2842.7200000000003,4015.1848057987227,150,3865.1848057987227
187,VEH_189,17,440.3314353546794,2173.6733906066934,7320,3730.88,1020,2569.12,2758.408068728032,150,2608.408068728032
188,VEH_190,16,420.6144309867542,3169.739053631367,7245,3972.24,960,2312.76,3953.68686435764,150,3803.68686435764
189,VEH_191,11,233.22489617143836,2662.1871100087346,5340,3389.4,660,1290.6,3344.6245320104813,150,3194.6245320104813
190,VEH_192,21,555.497108694183,5134.00506709261,9152,5600.17,1260,2291.83,7901.007600638915,200,7701.007600638915
191,VEH_193,19,500.17449196552207,3726.064677153241,7380,4349.36,1140,1890.6400000000003,5789.097015729862,200,5589.097015729862
192,VEH_194,20,407.6399384370417,2485.6794494524465,6775,2943.86,1200,2631.14,3928.51917417867,200,3728.51917417867
193,VEH_195,18,502.7367106625103,3108.1427300505266,8220,5312.219999999999,1080,1827.7800000000002,4862.214095075789,200,4662.214095075789
194,VEH_196,16,366.4932987652924,3339.473934619133,5543,3187.73,960,1395.27,5209.2109019287,200,5009.2109019287
195,VEH_197,17,424.3776241517248,3390.9050365393005,6540,3343.3100000000004,1020,2176.6899999999996,6353.629065770741,250,6103.629065770741
196,VEH_198,18,519.9467316867414,1996.2562286148057,7860,3427.7599999999993,1080,3352.2400000000007,3843.2612115066504,250,3593.2612115066504
197,VEH_199,19,568.9755904250052,2592.6428192633725,6925,3757.19,1140,2027.81,4916.75707467407,250,4666.75707467407
198,VEH_200,18,471.6528016636877,4075.2754592317774,7380,4450.66,1080,1849.34,7585.4958266172,250,7335.4958266172
199,VEH_201,13,388.1391171578848,1151.1311434887346,6240,2232.07,780,3227.93,2322.036058279722,250,2072.036058279722
200,VEH_202,11,185.62366821212697,2719.6894308590477,7920,4896.13,660,2363.87,2255.751544687238,80,2175.751544687238
201,VEH_203,12,161.39241269679152,2215.9027487562757,5520,3635.91,720,1164.09,1852.7221990050207,80,1772.7221990050207
202,VEH_204,10,177.21724980672587,3951.3670830134047,8760,6463.139999999999,600,1696.8600000000001,3241.093666410724,80,3161.093666410724
203,VEH_205,10,183.98862568635013,3772.392349247729,6420,4395.16,600,1424.8400000000001,3097.9138793981833,80,3017.9138793981833
204,VEH_206,10,178.25606992500965,3195.8589043927027,6240,4840.5599999999995,600,799.44,2636.6871235141625,80,2556.6871235141625
205,VEH_207,10,215.25386237861886,2871.258136160911,6780,5254.93,600,925.0699999999999,2981.258136160911,110,2871.258136160911
206,VEH_208,12,252.43091118993792,3534.3381979029386,6720,3583.6699999999996,720,2416.3300000000004,3644.3381979029386,110,3534.3381979029386
207,VEH_209,10,194.15667135779125,2398.759222165506,5894,3407.29,600,1886.71,2508.759222165506,110,2398.759222165506
208,VEH_210,8,183.96868839507698,3114.933148057462,4620,3262.91,480,877.0899999999999,3224.933148057462,110,3114.933148057462
209,VEH_211,5,114.02789645591672,1682.6087227169555,6420,5641.5,300,478.5,1792.6087227169555,110,1682.6087227169555
210,VEH_212,15,281.82852438924687,2754.8807295031247,5738,3464.69,900,1373.31,3455.8568754037497,150,3305.8568754037497
211,VEH_213,15,383.52113167352996,3127.8742296592436,6660,4411.14,900,1348.86,3903.449075591092,150,3753.449075591092
212,VEH_214,10,300.1794812566749,3990.45588991376,6360,4871.42,600,888.5799999999999,4938.547067896512,150,4788.547067896512
213,VEH_215,9,230.01380093010724,2548.4466484792324,4440,3124.45,540,775.5500000000001,3208.135978175079,150,3058.135978175079
214,VEH_216,12,347.8436906387074,2460.1722117119075,6180,3698.55,720,1761.45,3102.2066540542887,150,2952.2066540542887
215,VEH_217,13,328.2294863818927,1825.2191760338555,6060,2192.6899999999996,780,3087.3100000000004,2937.8287640507833,200,2737.8287640507833
216,VEH_218,4,87.44306352438801,901.6126406118483,4543,3788.29,240,514.71,1552.4189609177724,200,1352.4189609177724
217,VEH_219,15,392.3365921098449,4006.1810581678046,7062,4676.47,900,1485.53,6209.271587251707,200,6009.271587251707
218,VEH_220,2,44.801480741979574,519.1055253722127,2580,2090.15,120,369.85,978.658288058319,200,778.658288058319
219,VEH_221,9,227.11652776202604,2345.6846358446455,5452,2905.6099999999997,540,2006.39,3718.5269537669683,200,3518.5269537669683
